SeqName	Length	Cys	NT	NR	RefSeq	SwissProt	KOALAKEGG	Hits	PFAM	SignalP?	Allergenic?	Conserved?	GO ?	EC	Up in males/larvae?	Class
SSAE_03041	950	5	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03042	323	0	NA	hypothetical protein SINV_04266, partial	gi|322797775|gb|EFZ19721.1|hypothetical protein SINV_04266, partial [Solenopsis invicta]	NA	none	blasted	no	Secreted	Allergenic	-	none	none	no	Secreted Allergenic  
SSAE_03043	842	2	Acromyrmex echinatior chitinase Idgf4 (LOC105153674) transcript variant mRNA	chitinase Idgf4 isoform X1	gi|751204619|ref|XP_011175868.1|PREDICTED: chitinase-like protein Idgf4 isoform X1 [Solenopsis invicta]	IDGFL_BOMMO Chitinase EN03 OS=Bombyx mori GN=EN03 PE=1 SV=1	none	blasted	Glyco_hydro_18	No	Allergenic	conserved	F:chitinase activity; P:carbohydrate metabolic process; P:chitin catabolic process	Chitinase	no	Allergenic conserved Glyco_hydro_18 Chitinase
SSAE_03044	538	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03045	417	6	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_03046	584	3	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_03047	388	4	Wasmannia auropunctata multiple epidermal growth factor-like domains 10 (LOC105449267) transcript variant mRNA	multiple epidermal growth factor-like domains 10 isoform X1	gi|826450497|ref|XP_012532155.1|PREDICTED: multiple epidermal growth factor-like domains protein 11 isoform X2 [Monomorium pharaonis]	MEG10_HUMAN Multiple epidermal growth factor-like domains 10 OS=Homo sapiens GN=MEGF10 PE=1 SV=1	none	blasted	no	Secreted	no	conserved	C:membrane; C:integral component of membrane	none	no	Secreted conserved transcript 
SSAE_03048	561	2	Solenopsis invicta uncharacterized LOC105203880 (LOC105203880) mRNA	50 kda in type i retrotransposable element r1dm	gi|751234722|ref|XP_011171106.1|PREDICTED: uncharacterized protein LOC105203880 [Solenopsis invicta]	GAGXE_DROME Nucleic-acid-binding from transposon X-element OS=Drosophila melanogaster GN=ORF1 PE=4 SV=1	none	blasted	no	No	Allergenic	-	F:nucleic acid binding; F:zinc ion binding	none	no	Allergenic  
SSAE_03049	568	5	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03050	545	2	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03051	418	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript
SSAE_03052	618	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	Unrelated	unrelated unknown conserved transcript 
SSAE_03053	1141	1	Solenopsis invicta paired mesoderm homeobox 1-like (LOC105195972) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_03054	616	0	Solenopsis invicta pop-variant MS (VMS) complete genome	cytochrome (mitochondrion)	gi|312233091|ref|YP_004021074.1|cytochrome b (mitochondrion) [Solenopsis geminata]	CYB_OSTNU Cytochrome b OS=Ostrinia nubilalis GN=MT-CYB PE=3 SV=1	none	blasted	no	Secreted	no	conserved	F:oxidoreductase activity; C:mitochondrion; P:respiratory electron transport chain; C:integral component of membrane; C:respiratory chain	none	no	Secreted conserved transcript 
SSAE_03055	353	2	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_03056	480	3	Wolbachia endosymbiont of Drosophila simulans complete genome	tRNA (guanine-N(7)-)-methyltransferase	gi|1031777222|ref|WP_064125109.1|F420-dependent oxidoreductase [Wolbachia endosymbiont of Dactylopius coccus]	NA	none	blasted	no	No	no	-	P:tRNA processing; P:RNA modification; F:methyltransferase activity; P:methylation	none	no	similar to 
SSAE_03057	469	4	Solenopsis invicta uncharacterized LOC105192798 (LOC105192798) transcript variant mRNA	PREDICTED: uncharacterized protein LOC105192798 isoform X1	gi|751205705|ref|XP_011155343.1|PREDICTED: uncharacterized protein LOC105192798 isoform X1 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_03058	898	1	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript
SSAE_03059	677	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	Unrelated	unrelated unknown conserved transcript 
SSAE_03060	667	2	Solenopsis invicta uncharacterized LOC105204287 (LOC105204287) mRNA	hypothetical protein SINV_11789, partial	gi|322799832|gb|EFZ21009.1|hypothetical protein SINV_11789, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_03061	1195	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03062	322	1	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript 
SSAE_03063	877	1	Cyphomyrmex costatus uncharacterized LOC108772394 (LOC108772394) mRNA	Sortilin-related receptor	gi|1009394017|gb|KYN15090.1|hypothetical protein ALC57_12632, partial [Trachymyrmex cornetzi]	NA	none	blasted	no	No	Allergenic	conserved	C:membrane; C:integral component of membrane	none	no	Allergenic conserved transcript 
SSAE_03064	724	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03065	725	0	Vollenhovia emeryi uncharacterized LOC105565953 (LOC105565953) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_03066	477	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03067	360	0	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03068	550	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03069	506	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03070	726	3	mariner sequence	transposase	gi|307193511|gb|EFN76288.1|hypothetical protein EAI_15165, partial [Harpegnathos saltator]	MOS1T_DROMA Mariner Mos1 transposase OS=Drosophila mauritiana GN=mariner\T PE=1 SV=1	none	blasted	no	No	Allergenic	conserved	F:methyltransferase activity; P:methylation	none	no	Allergenic conserved transcript 
SSAE_03071	793	2	Hymenolepis nana genome assembly H_nana_Japan ,scaffold HNAJ_scaffold0000137	hypothetical protein ALC60_07326	gi|1012979784|gb|KYQ53743.1|hypothetical protein ALC60_07326 [Trachymyrmex zeteki]	NA	none	blasted	no	Secreted	no	conserved	none	none	no	Secreted conserved transcript 
SSAE_03072	301	6	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_03073	573	3	Homo sapiens BAC clone RP11-548K3 from complete sequence	NA	NA	NA	none	blasted	no	Secreted	no	unique	none	none	no	Secreted unique  
SSAE_03074	376	1	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_03075	488	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03076	889	1	NA	hypothetical protein SINV_04835, partial	gi|322785163|gb|EFZ11877.1|hypothetical protein SINV_04835, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_03077	523	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03078	528	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03079	382	0	Solenopsis invicta acyl- dehydrogenase family member mitochondrial (LOC105200014) mRNA	acyl- dehydrogenase family member mitochondrial	gi|322788717|gb|EFZ14310.1|hypothetical protein SINV_10040, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	conserved	F:oxidoreductase activity	none	no	conserved transcript 
SSAE_03080	478	2	Monomorium pharaonis uncharacterized LOC105838688 (LOC105838688) transcript variant mRNA	L-selectin isoform X2	gi|1059220738|ref|XP_017764166.1|PREDICTED: L-selectin isoform X2 [Eufriesea mexicana]	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_03081	445	3	Solenopsis invicta uncharacterized LOC105206077 (LOC105206077) mRNA	hypothetical protein X777_12962	gi|607354277|gb|EZA48932.1|hypothetical protein X777_12962 [Cerapachys biroi]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_03082	421	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03083	338	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03084	346	1	Epicauta funebris mariner transposase cds	S37003transposase (clone ) - bean leaf beetle transposon mariner (fragment)	gi|2564383|gb|AAC28145.1|mariner transposase, partial [Epicauta funebris]	MOS1T_DROMA Mariner Mos1 transposase OS=Drosophila mauritiana GN=mariner\T PE=1 SV=1	none	blasted	no	No	Allergenic	conserved	F:nuclease activity; F:binding; P:DNA metabolic process	none	no	Allergenic conserved transcript 
SSAE_03085	1237	0	Cerapachys biroi aryl hydrocarbon receptor repressor (LOC105284891) mRNA	hypothetical protein ALC62_08454	gi|1009377485|gb|KYN00771.1|hypothetical protein ALC62_08454 [Cyphomyrmex costatus]	NA	none	blasted	no	Secreted	Allergenic	conserved	none	none	no	Secreted Allergenic conserved transcript 
SSAE_03086	613	3	Atta colombica PTCD3 mitochondrial (LOC108688227) mRNA	PTCD3 mitochondrial	gi|751208239|ref|XP_011156721.1|PREDICTED: protein PTCD3 homolog, mitochondrial [Solenopsis invicta]	PTCD3_DROME PTCD3 mitochondrial OS=Drosophila melanogaster GN=CG4679 PE=2 SV=1	none	blasted	no	Secreted	Allergenic	conserved	none	none	no	Secreted Allergenic conserved transcript 
SSAE_03087	334	2	Homo sapiens isoprenoid synthase domain containing (ISPD) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_03088	589	3	Monomorium pharaonis epithelial discoidin domain-containing receptor 1-like (LOC105841107) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_03089	608	2	Plasmodium falciparum 3D7 chromosome complete sequence	NA	NA	NA	none	blasted	no	Secreted	no	-	none	none	no	Secreted  
SSAE_03090	1323	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03091	505	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03092	489	2	Stenamma megamanni isolate 20007ste ultra conserved element locus uce-484 genomic sequence	hypothetical protein X777_11336	gi|607355635|gb|EZA50197.1|hypothetical protein X777_11336 [Cerapachys biroi]	NA	none	blasted	no	Secreted	no	conserved	none	none	no	Secreted conserved transcript 
SSAE_03093	483	3	Drosophila melanogaster clone complete sequence	Copia	gi|880818026|gb|JAI19704.1|Copia protein [Bactrocera latifrons]	COPIA_DROME Copia OS=Drosophila melanogaster GN=GIP PE=1 SV=3	none	blasted	no	No	no	conserved	F:nucleic acid binding; F:zinc ion binding; P:DNA integration	none	no	conserved transcript 
SSAE_03094	360	2	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript 
SSAE_03095	1065	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03096	703	4	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_03097	705	0	Pseudomyrmex gracilis uncharacterized LOC109852102 (LOC109852102) transcript variant mRNA	golgin subfamily A member 6 6	gi|795010238|ref|XP_011865993.1|PREDICTED: putative golgin subfamily A member 6-like protein 6 [Vollenhovia emeryi]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_03098	170	1	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_03099	953	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03100	176	3	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_03101	436	2	Atta colombica disintegrin and metallo ase domain-containing 10 (LOC108689112) transcript variant mRNA	disintegrin and metallo ase domain-containing 10 isoform X1	gi|1009355271|gb|KYM80592.1|Disintegrin and metalloproteinase domain-containing protein 10 [Atta colombica]	ADA10_HUMAN Disintegrin and metallo ase domain-containing 10 OS=Homo sapiens GN=ADAM10 PE=1 SV=1	none	blasted	no	No	no	conserved	F:zinc ion binding; P:integrin-mediated signaling pathway; P:Notch signaling pathway; P:membrane protein ectodomain proteolysis; P:proteolysis; C:membrane; C:integral component of membrane; F:metalloendopeptidase activity; F:metallopeptidase activity	none	no	conserved transcript
SSAE_03102	545	1	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	Unrelated	unrelated unknown transcript  
SSAE_03103	370	3	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_03104	1113	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03105	252	2	Harpegnathos saltator uncharacterized LOC105190689 (LOC105190689) mRNA	hypothetical protein ALC62_15625	gi|1009369022|gb|KYM93781.1|hypothetical protein ALC62_15625 [Cyphomyrmex costatus]	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_03106	173	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03107	375	2	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_03108	665	2	Cerapachys biroi uncharacterized LOC105283093 (LOC105283093) transcript variant mRNA	hypothetical protein SINV_01670, partial	gi|322792204|gb|EFZ16223.1|hypothetical protein SINV_01670, partial [Solenopsis invicta]	NA	none	blasted	no	Secreted	Allergenic	conserved	C:membrane; C:integral component of membrane	none	no	Secreted Allergenic conserved transcript 
SSAE_03109	262	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03110	524	6	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03111	90	0	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_03112	154	1	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_03113	474	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_03114	839	3	Stenamma megamanni isolate 20007ste ultra conserved element locus uce-484 genomic sequence	PREDICTED: uncharacterized protein LOC105556369	gi|795017428|ref|XP_011858847.1|PREDICTED: uncharacterized protein LOC105556369 [Vollenhovia emeryi]	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript
SSAE_03115	856	0	Monomorium pharaonis uncharacterized LOC105840444 (LOC105840444) mRNA	PREDICTED: uncharacterized protein LOC105840444	gi|826407426|ref|XP_012542830.1|PREDICTED: uncharacterized protein LOC105840444 [Monomorium pharaonis]	NA	none	blasted	no	No	Allergenic	conserved	none	none	Unrelated	unrelated Allergenic conserved transcript 
SSAE_03116	557	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_03117	565	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_03118	430	2	Pogonomyrmex barbatus DNA ligase 1-like (LOC105430045) mRNA	DNA ligase 1-like	gi|322791930|gb|EFZ16075.1|hypothetical protein SINV_04827, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	-	none	none	no	similar to
SSAE_03119	822	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	Unrelated	unrelated unknown Secreted conserved transcript 
SSAE_03120	1180	1	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_03121	651	1	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_03122	2236	0	Solenopsis invicta uncharacterized LOC105204902 (LOC105204902) mRNA	bel12 ag transposon	gi|751237214|ref|XP_011172480.1|PREDICTED: uncharacterized protein LOC105204902, partial [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_03123	559	11	Pogonomyrmex barbatus deltex (LOC105433419) transcript variant mRNA	deltex	gi|751239777|ref|XP_011173893.1|PREDICTED: E3 ubiquitin-protein ligase DTX1-like [Solenopsis invicta]	DTX4_MOUSE E3 ubiquitin- ligase DTX4 OS=Mus musculus GN=Dtx4 PE=1 SV=2	none	blasted	no	No	Allergenic	conserved	F:zinc ion binding	none	no	Allergenic conserved transcript 
SSAE_03124	413	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	unique	none	none	no	unknown Allergenic unique  
SSAE_03125	1171	4	Bombus terrestris uncharacterized LOC110120058 (LOC110120058) transcript variant ncRNA	NA	NA	NA	none	blasted	no	Secreted	Allergenic	conserved	none	none	no	Secreted Allergenic conserved transcript 
SSAE_03126	709	1	Mus musculus chromosome clone RP23- complete sequence	Histidine-rich glyco precursor	gi|355785806|gb|EHH65989.1|hypothetical protein EGM_02875, partial [Macaca fascicularis]	U88_HHV6U Uncharacterized protein U88 OS=Human herpesvirus 6A (strain Uganda-1102) GN=U88 PE=4 SV=1	none	blasted	no	No	Allergenic	conserved	P:transmembrane transport; P:neuron projection development; C:membrane; C:integral component of membrane; P:nervous system development; P:cell adhesion; P:transport; F:transporter activity	none	no	Allergenic conserved transcript 
SSAE_03127	758	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_03128	233	4	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03129	1020	4	Solenopsis invicta uncharacterized LOC105204179 (LOC105204179) mRNA	Transposon Ty3-I Gag-Pol	gi|751235511|ref|XP_011171540.1|PREDICTED: uncharacterized protein LOC105204179 [Solenopsis invicta]	NA	none	blasted	no	No	no	conserved	F:aspartic-type endopeptidase activity; P:proteolysis	none	no	conserved transcript 
SSAE_03130	626	4	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_03132	855	1	Diachasma alloeum uncharacterized LOC107045918 (LOC107045918) transcript variant mRNA	transcription factor SPT20 homolog	gi|751233193|ref|XP_011170262.1|PREDICTED: uncharacterized protein LOC105203192 [Solenopsis invicta]	NA	none	blasted	no	Secreted	Allergenic	-	F:nucleic acid binding; F:zinc ion binding; P:DNA integration	none	no	Secreted Allergenic  
SSAE_03133	350	4	Wasmannia auropunctata uncharacterized LOC105460236 (LOC105460236) ncRNA	NA	NA	NA	none	blasted	no	Secreted	Allergenic	conserved	none	none	no	Secreted Allergenic conserved transcript 
SSAE_03134	527	0	Trachymyrmex zeteki uncharacterized LOC108722823 (LOC108722823) mRNA	Cytochrome b	gi|1009382492|gb|KYN05199.1|hypothetical protein ALC62_03906 [Cyphomyrmex costatus]	NA	none	blasted	no	No	Allergenic	conserved	obsolete electron transport,electron transfer activity,integral component of membrane,respiratory electron transport chain	none	no	Allergenic conserved transcript 
SSAE_03135	418	4	Linepithema humile sodium potassium calcium exchanger 4-like (LOC105670270) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_03136	645	0	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_03137	640	0	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03138	450	1	Propionibacterium acnes complete genome	MULTISPECIES: hypothetical protein	gi|488474897|ref|WP_002518567.1|MULTISPECIES: hypothetical protein [Propionibacteriaceae]	NA	none	blasted	no	No	no	unique	none	none	no	unique  
SSAE_03139	1009	0	Acromyrmex echinatior uncharacterized LOC105152517 (LOC105152517) transcript variant mRNA	PREDICTED: uncharacterized protein LOC105195480	gi|751212810|ref|XP_011159198.1|PREDICTED: uncharacterized protein LOC105195480 [Solenopsis invicta]	NA	none	blasted	no	Secreted	Allergenic	conserved	none	none	no	Secreted Allergenic conserved transcript 
SSAE_03140	565	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript
SSAE_03141	491	1	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	Unrelated	unrelated unknown Secreted  
SSAE_03142	262	2	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03143	284	2	Wasmannia auropunctata uncharacterized LOC105449778 (LOC105449778) mRNA	hypothetical protein X777_12227	gi|607355119|gb|EZA49713.1|hypothetical protein X777_12227 [Cerapachys biroi]	NA	none	blasted	no	No	Allergenic	conserved	F:nucleic acid binding; C:membrane; C:integral component of membrane	none	no	Allergenic conserved transcript 
SSAE_03144	1046	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03145	790	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03146	416	1	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_03147	715	4	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript 
SSAE_03148	452	10	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03149	732	0	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_03150	770	2	Monomorium pharaonis 15-hydroxyprostaglandin dehydrogenase	15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like	gi|322791476|gb|EFZ15873.1|hypothetical protein SINV_05909, partial [Solenopsis invicta]	SYQ_CAEEL Probable glutamine--tRNA ligase OS=Caenorhabditis elegans GN=ers-1 PE=3 SV=1	none	blasted	no	No	no	conserved	F:oxidoreductase activity; P:oxidation-reduction process	none	no	conserved transcript 
SSAE_03151	402	0	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03152	435	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_03153	519	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_03154	861	5	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03155	145	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03156	652	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03157	528	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03158	397	5	Acromyrmex echinatior GTP-binding nuclear Ran (LOC105147439) transcript variant mRNA	NA	NA	NA	none	blasted	no	Secreted	no	conserved	none	none	no	Secreted conserved transcript 
SSAE_03159	634	3	NA	hypothetical protein SINV_16161, partial	gi|322787137|gb|EFZ13342.1|hypothetical protein SINV_16161, partial [Solenopsis invicta]	NA	none	blasted	no	Secreted	no	-	none	none	no	Secreted  
SSAE_03161	265	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03162	1312	3	Vollenhovia emeryi uncharacterized LOC105557648 (LOC105557648) mRNA	PREDICTED: uncharacterized protein LOC105563446	gi|795052209|ref|XP_011870440.1|PREDICTED: uncharacterized protein LOC105563446 [Vollenhovia emeryi]	ATP6_TRYBB ATP synthase subunit a OS=Trypanosoma brucei brucei GN=ATP6 PE=2 SV=1	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_03163	506	0	Wasmannia auropunctata isoforms A C F G H-like (LOC105459190) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_03164	626	1	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_03165	578	0	Monomorium pharaonis cytosolic endo-beta-N-acetylglucosaminidase-like (LOC105834339) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_03166	489	1	Solenopsis invicta uncharacterized LOC105205723 (LOC105205723) mRNA	NA	NA	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_03167	621	4	Solenopsis invicta homocysteine S-methyltransferase 2-like (LOC105207088) transcript variant mRNA	homocysteine S-methyltransferase 2-like	gi|380013277|ref|XP_003690691.1|PREDICTED: selenocysteine Se-methyltransferase-like [Apis florea]	NA	none	blasted	S-methyl_trans   	No	Allergenic	conserved	F:methyltransferase activity; F:transferase activity; P:methylation	none	no	Allergenic conserved S-methyl_trans  
SSAE_03168	1137	0	Microplitis demolitor uncharacterized LOC103573403 (LOC103573403) transcript variant mRNA	PREDICTED: uncharacterized protein LOC105429786	gi|769859133|ref|XP_011641264.1|PREDICTED: uncharacterized protein LOC105429786 [Pogonomyrmex barbatus]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_03169	826	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript
SSAE_03170	451	9	Monomorium pharaonis uncharacterized LOC105835358 (LOC105835358) mRNA	hypothetical protein SINV_07579, partial	gi|322779094|gb|EFZ09475.1|hypothetical protein SINV_07579, partial [Solenopsis invicta]	NA	none	blasted	no	Secreted	no	conserved	none	none	Unrelated	unrelated Secreted conserved transcript 
SSAE_03171	730	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03172	808	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_03173	1006	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03174	590	3	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_03175	601	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03176	532	2	Vollenhovia emeryi ATP-dependent helicase brm (LOC105562573) transcript variant mRNA	NA	NA	NA	none	blasted	no	Secreted	no	-	none	none	no	Secreted  
SSAE_03177	446	1	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_03178	391	0	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03179	556	8	Solenopsis invicta lysozyme-like (LOC105201192) transcript variant mRNA	guanine deaminase isoform X2	gi|322796917|gb|EFZ19269.1|hypothetical protein SINV_04209, partial [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	-	F:zinc ion binding; F:guanine deaminase activity; P:guanine catabolic process	Guanine deaminase	no	Allergenic Guanine deaminase
